dataset,subproject,gem_id,library_id,library_name,type,pair_id,read,fastq_path,donor_id
scRNA-seq,BCLLATLAS_131,xxfne43y_x9dh95oz,269369,BCLL_26_T_GEX_1,hashed_cdna,P4,R2,/scratch/project/production/fastq/HF5MLDMXY/2/fastq/HF5MLDMXY_2_SI-TT-D6_2.fastq.gz,BCLL-26-T
scRNA-seq,BCLLATLAS_131,rfs8oamh_0obpdn7k,269370,BCLL_26_T_GEX_2,hashed_cdna,P5,R2,/scratch/project/production/fastq/HCNGWDMXY/1/fastq/HCNGWDMXY_1_SI-TT-D7_2.fastq.gz,BCLL-26-T
scRNA-seq,BCLLATLAS_131,rfs8oamh_0obpdn7k,269370,BCLL_26_T_GEX_2,hashed_cdna,P6,R2,/scratch/project/production/fastq/HCNGWDMXY/2/fastq/HCNGWDMXY_2_SI-TT-D7_2.fastq.gz,BCLL-26-T
scRNA-seq,BCLLATLAS_131,rfs8oamh_0obpdn7k,269370,BCLL_26_T_GEX_2,hashed_cdna,P7,R2,/scratch/project/production/fastq/HF5MLDMXY/1/fastq/HF5MLDMXY_1_SI-TT-D7_2.fastq.gz,BCLL-26-T
scRNA-seq,BCLLATLAS_131,rfs8oamh_0obpdn7k,269370,BCLL_26_T_GEX_2,hashed_cdna,P8,R2,/scratch/project/production/fastq/HF5MLDMXY/2/fastq/HF5MLDMXY_2_SI-TT-D7_2.fastq.gz,BCLL-26-T
scRNA-seq,BCLLATLAS_131,xxfne43y_x9dh95oz,269686,BCLL_26_HTO_1,hashed_hto,P9,R2,/scratch/project/production/fastq/HCNHVDMXY/1/fastq/HCNHVDMXY_1_SI-NT-A3_2.fastq.gz,BCLL-26-T
scRNA-seq,BCLLATLAS_131,xxfne43y_x9dh95oz,269686,BCLL_26_HTO_1,hashed_hto,P10,R2,/scratch/project/production/fastq/HCNHVDMXY/2/fastq/HCNHVDMXY_2_SI-NT-A3_2.fastq.gz,BCLL-26-T
scRNA-seq,BCLLATLAS_131,rfs8oamh_0obpdn7k,269687,BCLL_26_HTO_2,hashed_hto,P11,R2,/scratch/project/production/fastq/HCNHVDMXY/1/fastq/HCNHVDMXY_1_SI-NT-A4_2.fastq.gz,BCLL-26-T
scRNA-seq,BCLLATLAS_131,rfs8oamh_0obpdn7k,269687,BCLL_26_HTO_2,hashed_hto,P12,R2,/scratch/project/production/fastq/HCNHVDMXY/2/fastq/HCNHVDMXY_2_SI-NT-A4_2.fastq.gz,BCLL-26-T
scRNA-seq,BCLLATLAS_16,bw94nf57_vm85woki,149641,BCLL_10_T_1_hashing,hashed_cdna,P1,R1,/scratch/project/production/fastq/HHWLJDRXX/1/fastq/HHWLJDRXX_1_SI-GA-A9_1.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,bw94nf57_vm85woki,149641,BCLL_10_T_1_hashing,hashed_cdna,P2,R1,/scratch/project/production/fastq/HHWLJDRXX/2/fastq/HHWLJDRXX_2_SI-GA-A9_1.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,bw94nf57_vm85woki,149641,BCLL_10_T_1_hashing,hashed_cdna,P3,R1,/scratch/project/production/fastq/HHWV5DRXX/1/fastq/HHWV5DRXX_1_SI-GA-A9_1.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,bw94nf57_vm85woki,149641,BCLL_10_T_1_hashing,hashed_cdna,P4,R1,/scratch/project/production/fastq/HHWV5DRXX/2/fastq/HHWV5DRXX_2_SI-GA-A9_1.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,bw94nf57_vm85woki,149641,BCLL_10_T_1_hashing,hashed_cdna,P5,R1,/scratch/project/production/fastq/HHYJWDRXX/1/fastq/HHYJWDRXX_1_SI-GA-A9_1.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,bw94nf57_vm85woki,149641,BCLL_10_T_1_hashing,hashed_cdna,P6,R1,/scratch/project/production/fastq/HHYJWDRXX/2/fastq/HHYJWDRXX_2_SI-GA-A9_1.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,ggq3nifm_jkilwp1x,149642,BCLL_10_T_2_hashing,hashed_cdna,P7,R1,/scratch/project/production/fastq/HHWLJDRXX/1/fastq/HHWLJDRXX_1_SI-GA-B9_1.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,ggq3nifm_jkilwp1x,149642,BCLL_10_T_2_hashing,hashed_cdna,P8,R1,/scratch/project/production/fastq/HHWLJDRXX/2/fastq/HHWLJDRXX_2_SI-GA-B9_1.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,ggq3nifm_jkilwp1x,149642,BCLL_10_T_2_hashing,hashed_cdna,P9,R1,/scratch/project/production/fastq/HHWV5DRXX/1/fastq/HHWV5DRXX_1_SI-GA-B9_1.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,ggq3nifm_jkilwp1x,149642,BCLL_10_T_2_hashing,hashed_cdna,P10,R1,/scratch/project/production/fastq/HHWV5DRXX/2/fastq/HHWV5DRXX_2_SI-GA-B9_1.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,ggq3nifm_jkilwp1x,149642,BCLL_10_T_2_hashing,hashed_cdna,P11,R1,/scratch/project/production/fastq/HHYJWDRXX/1/fastq/HHYJWDRXX_1_SI-GA-B9_1.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,ggq3nifm_jkilwp1x,149642,BCLL_10_T_2_hashing,hashed_cdna,P12,R1,/scratch/project/production/fastq/HHYJWDRXX/2/fastq/HHYJWDRXX_2_SI-GA-B9_1.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,odyctre0_4qtf9h1z,149643,BCLL_10_T_5K,not_hashed,P13,R1,/scratch/project/production/fastq/HHWLJDRXX/1/fastq/HHWLJDRXX_1_SI-GA-C9_1.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,odyctre0_4qtf9h1z,149643,BCLL_10_T_5K,not_hashed,P14,R1,/scratch/project/production/fastq/HHWLJDRXX/2/fastq/HHWLJDRXX_2_SI-GA-C9_1.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,odyctre0_4qtf9h1z,149643,BCLL_10_T_5K,not_hashed,P15,R1,/scratch/project/production/fastq/HHWV5DRXX/1/fastq/HHWV5DRXX_1_SI-GA-C9_1.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,odyctre0_4qtf9h1z,149643,BCLL_10_T_5K,not_hashed,P16,R1,/scratch/project/production/fastq/HHWV5DRXX/2/fastq/HHWV5DRXX_2_SI-GA-C9_1.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,bw94nf57_vm85woki,149644,BCLL_10_T_1_HTO,hashed_hto,P17,R1,/scratch/project/production/fastq/HHWV5DRXX/1/fastq/HHWV5DRXX_1_IlluminaTruSeqD701_1.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,bw94nf57_vm85woki,149644,BCLL_10_T_1_HTO,hashed_hto,P18,R1,/scratch/project/production/fastq/HHWV5DRXX/2/fastq/HHWV5DRXX_2_IlluminaTruSeqD701_1.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,ggq3nifm_jkilwp1x,149645,BCLL_10_T_2_HTO,hashed_hto,P19,R1,/scratch/project/production/fastq/HHWV5DRXX/1/fastq/HHWV5DRXX_1_IlluminaTruSeqD702_1.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,ggq3nifm_jkilwp1x,149645,BCLL_10_T_2_HTO,hashed_hto,P20,R1,/scratch/project/production/fastq/HHWV5DRXX/2/fastq/HHWV5DRXX_2_IlluminaTruSeqD702_1.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,bw94nf57_vm85woki,149641,BCLL_10_T_1_hashing,hashed_cdna,P1,R2,/scratch/project/production/fastq/HHWLJDRXX/1/fastq/HHWLJDRXX_1_SI-GA-A9_2.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,bw94nf57_vm85woki,149641,BCLL_10_T_1_hashing,hashed_cdna,P2,R2,/scratch/project/production/fastq/HHWLJDRXX/2/fastq/HHWLJDRXX_2_SI-GA-A9_2.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,bw94nf57_vm85woki,149641,BCLL_10_T_1_hashing,hashed_cdna,P3,R2,/scratch/project/production/fastq/HHWV5DRXX/1/fastq/HHWV5DRXX_1_SI-GA-A9_2.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,bw94nf57_vm85woki,149641,BCLL_10_T_1_hashing,hashed_cdna,P4,R2,/scratch/project/production/fastq/HHWV5DRXX/2/fastq/HHWV5DRXX_2_SI-GA-A9_2.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,bw94nf57_vm85woki,149641,BCLL_10_T_1_hashing,hashed_cdna,P5,R2,/scratch/project/production/fastq/HHYJWDRXX/1/fastq/HHYJWDRXX_1_SI-GA-A9_2.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,bw94nf57_vm85woki,149641,BCLL_10_T_1_hashing,hashed_cdna,P6,R2,/scratch/project/production/fastq/HHYJWDRXX/2/fastq/HHYJWDRXX_2_SI-GA-A9_2.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,ggq3nifm_jkilwp1x,149642,BCLL_10_T_2_hashing,hashed_cdna,P7,R2,/scratch/project/production/fastq/HHWLJDRXX/1/fastq/HHWLJDRXX_1_SI-GA-B9_2.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,ggq3nifm_jkilwp1x,149642,BCLL_10_T_2_hashing,hashed_cdna,P8,R2,/scratch/project/production/fastq/HHWLJDRXX/2/fastq/HHWLJDRXX_2_SI-GA-B9_2.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,ggq3nifm_jkilwp1x,149642,BCLL_10_T_2_hashing,hashed_cdna,P9,R2,/scratch/project/production/fastq/HHWV5DRXX/1/fastq/HHWV5DRXX_1_SI-GA-B9_2.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,ggq3nifm_jkilwp1x,149642,BCLL_10_T_2_hashing,hashed_cdna,P10,R2,/scratch/project/production/fastq/HHWV5DRXX/2/fastq/HHWV5DRXX_2_SI-GA-B9_2.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,ggq3nifm_jkilwp1x,149642,BCLL_10_T_2_hashing,hashed_cdna,P11,R2,/scratch/project/production/fastq/HHYJWDRXX/1/fastq/HHYJWDRXX_1_SI-GA-B9_2.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,ggq3nifm_jkilwp1x,149642,BCLL_10_T_2_hashing,hashed_cdna,P12,R2,/scratch/project/production/fastq/HHYJWDRXX/2/fastq/HHYJWDRXX_2_SI-GA-B9_2.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,odyctre0_4qtf9h1z,149643,BCLL_10_T_5K,not_hashed,P13,R2,/scratch/project/production/fastq/HHWLJDRXX/1/fastq/HHWLJDRXX_1_SI-GA-C9_2.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,odyctre0_4qtf9h1z,149643,BCLL_10_T_5K,not_hashed,P14,R2,/scratch/project/production/fastq/HHWLJDRXX/2/fastq/HHWLJDRXX_2_SI-GA-C9_2.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,odyctre0_4qtf9h1z,149643,BCLL_10_T_5K,not_hashed,P15,R2,/scratch/project/production/fastq/HHWV5DRXX/1/fastq/HHWV5DRXX_1_SI-GA-C9_2.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,odyctre0_4qtf9h1z,149643,BCLL_10_T_5K,not_hashed,P16,R2,/scratch/project/production/fastq/HHWV5DRXX/2/fastq/HHWV5DRXX_2_SI-GA-C9_2.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,bw94nf57_vm85woki,149644,BCLL_10_T_1_HTO,hashed_hto,P17,R2,/scratch/project/production/fastq/HHWV5DRXX/1/fastq/HHWV5DRXX_1_IlluminaTruSeqD701_2.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,bw94nf57_vm85woki,149644,BCLL_10_T_1_HTO,hashed_hto,P18,R2,/scratch/project/production/fastq/HHWV5DRXX/2/fastq/HHWV5DRXX_2_IlluminaTruSeqD701_2.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,ggq3nifm_jkilwp1x,149645,BCLL_10_T_2_HTO,hashed_hto,P19,R2,/scratch/project/production/fastq/HHWV5DRXX/1/fastq/HHWV5DRXX_1_IlluminaTruSeqD702_2.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_16,ggq3nifm_jkilwp1x,149645,BCLL_10_T_2_HTO,hashed_hto,P20,R2,/scratch/project/production/fastq/HHWV5DRXX/2/fastq/HHWV5DRXX_2_IlluminaTruSeqD702_2.fastq.gz,BCLL-10-T
scRNA-seq,BCLLATLAS_19,dvcbn9p8_ix0j3k8b,154660,BCLL_11_T_1_hashing,hashed_cdna,P1,R1,/scratch/project/production/fastq/HHWLJDRXX/1/fastq/HHWLJDRXX_1_SI-GA-F9_1.fastq.gz,BCLL-11-T
scRNA-seq,BCLLATLAS_19,dvcbn9p8_ix0j3k8b,154660,BCLL_11_T_1_hashing,hashed_cdna,P2,R1,/scratch/project/production/fastq/HHWLJDRXX/2/fastq/HHWLJDRXX_2_SI-GA-F9_1.fastq.gz,BCLL-11-T
scRNA-seq,BCLLATLAS_19,ff8s19u3_7e96iusr,154661,BCLL_11_T_2_hashing,hashed_cdna,P3,R1,/scratch/project/production/fastq/HHYC7DRXX/1/fastq/HHYC7DRXX_1_SI-GA-G9_1.fastq.gz,BCLL-11-T
scRNA-seq,BCLLATLAS_19,ff8s19u3_7e96iusr,154661,BCLL_11_T_2_hashing,hashed_cdna,P4,R1,/scratch/project/production/fastq/HHYC7DRXX/2/fastq/HHYC7DRXX_2_SI-GA-G9_1.fastq.gz,BCLL-11-T
scRNA-seq,BCLLATLAS_19,lf02okcv_j85nmx31,154662,BCLL_11_T_5K,not_hashed,P5,R1,/scratch/project/production/fastq/HHYC7DRXX/1/fastq/HHYC7DRXX_1_SI-GA-H9_1.fastq.gz,BCLL-11-T
scRNA-seq,BCLLATLAS_19,lf02okcv_j85nmx31,154662,BCLL_11_T_5K,not_hashed,P6,R1,/scratch/project/production/fastq/HHYC7DRXX/2/fastq/HHYC7DRXX_2_SI-GA-H9_1.fastq.gz,BCLL-11-T
scRNA-seq,BCLLATLAS_19,dvcbn9p8_ix0j3k8b,154663,BCLL_11_T_1_HTO,hashed_hto,P7,R1,/scratch/project/production/fastq/HHYC7DRXX/1/fastq/HHYC7DRXX_1_IlluminaTruSeqD703_1.fastq.gz,BCLL-11-T
scRNA-seq,BCLLATLAS_19,dvcbn9p8_ix0j3k8b,154663,BCLL_11_T_1_HTO,hashed_hto,P8,R1,/scratch/project/production/fastq/HHYC7DRXX/2/fastq/HHYC7DRXX_2_IlluminaTruSeqD703_1.fastq.gz,BCLL-11-T
scRNA-seq,BCLLATLAS_19,ff8s19u3_7e96iusr,154664,BCLL_11_T_2_HTO,hashed_hto,P9,R1,/scratch/project/production/fastq/HHYC7DRXX/1/fastq/HHYC7DRXX_1_IlluminaTruSeqD704_1.fastq.gz,BCLL-11-T
scRNA-seq,BCLLATLAS_19,ff8s19u3_7e96iusr,154664,BCLL_11_T_2_HTO,hashed_hto,P10,R1,/scratch/project/production/fastq/HHYC7DRXX/2/fastq/HHYC7DRXX_2_IlluminaTruSeqD704_1.fastq.gz,BCLL-11-T
scRNA-seq,BCLLATLAS_19,dvcbn9p8_ix0j3k8b,154660,BCLL_11_T_1_hashing,hashed_cdna,P1,R2,/scratch/project/production/fastq/HHWLJDRXX/1/fastq/HHWLJDRXX_1_SI-GA-F9_2.fastq.gz,BCLL-11-T
scRNA-seq,BCLLATLAS_19,dvcbn9p8_ix0j3k8b,154660,BCLL_11_T_1_hashing,hashed_cdna,P2,R2,/scratch/project/production/fastq/HHWLJDRXX/2/fastq/HHWLJDRXX_2_SI-GA-F9_2.fastq.gz,BCLL-11-T
scRNA-seq,BCLLATLAS_19,ff8s19u3_7e96iusr,154661,BCLL_11_T_2_hashing,hashed_cdna,P3,R2,/scratch/project/production/fastq/HHYC7DRXX/1/fastq/HHYC7DRXX_1_SI-GA-G9_2.fastq.gz,BCLL-11-T
scRNA-seq,BCLLATLAS_19,ff8s19u3_7e96iusr,154661,BCLL_11_T_2_hashing,hashed_cdna,P4,R2,/scratch/project/production/fastq/HHYC7DRXX/2/fastq/HHYC7DRXX_2_SI-GA-G9_2.fastq.gz,BCLL-11-T
scRNA-seq,BCLLATLAS_19,lf02okcv_j85nmx31,154662,BCLL_11_T_5K,not_hashed,P5,R2,/scratch/project/production/fastq/HHYC7DRXX/1/fastq/HHYC7DRXX_1_SI-GA-H9_2.fastq.gz,BCLL-11-T
scRNA-seq,BCLLATLAS_19,lf02okcv_j85nmx31,154662,BCLL_11_T_5K,not_hashed,P6,R2,/scratch/project/production/fastq/HHYC7DRXX/2/fastq/HHYC7DRXX_2_SI-GA-H9_2.fastq.gz,BCLL-11-T
scRNA-seq,BCLLATLAS_19,dvcbn9p8_ix0j3k8b,154663,BCLL_11_T_1_HTO,hashed_hto,P7,R2,/scratch/project/production/fastq/HHYC7DRXX/1/fastq/HHYC7DRXX_1_IlluminaTruSeqD703_2.fastq.gz,BCLL-11-T
scRNA-seq,BCLLATLAS_19,dvcbn9p8_ix0j3k8b,154663,BCLL_11_T_1_HTO,hashed_hto,P8,R2,/scratch/project/production/fastq/HHYC7DRXX/2/fastq/HHYC7DRXX_2_IlluminaTruSeqD703_2.fastq.gz,BCLL-11-T
scRNA-seq,BCLLATLAS_19,ff8s19u3_7e96iusr,154664,BCLL_11_T_2_HTO,hashed_hto,P9,R2,/scratch/project/production/fastq/HHYC7DRXX/1/fastq/HHYC7DRXX_1_IlluminaTruSeqD704_2.fastq.gz,BCLL-11-T
scRNA-seq,BCLLATLAS_19,ff8s19u3_7e96iusr,154664,BCLL_11_T_2_HTO,hashed_hto,P10,R2,/scratch/project/production/fastq/HHYC7DRXX/2/fastq/HHYC7DRXX_2_IlluminaTruSeqD704_2.fastq.gz,BCLL-11-T
scRNA-seq,BCLLATLAS_21,n1b3su0a_l7shyi35,155130,BCLL_6_T_1_hashing,hashed_cdna,P1,R1,/scratch/project/production/fastq/HHWV2DRXX/1/fastq/HHWV2DRXX_1_SI-GA-H6_1.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,n1b3su0a_l7shyi35,155130,BCLL_6_T_1_hashing,hashed_cdna,P2,R1,/scratch/project/production/fastq/HHWV2DRXX/2/fastq/HHWV2DRXX_2_SI-GA-H6_1.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,n1b3su0a_l7shyi35,155130,BCLL_6_T_1_hashing,hashed_cdna,P3,R1,/scratch/project/production/fastq/HKJ5JDRXX/1/fastq/HKJ5JDRXX_1_SI-GA-H6_1.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,n1b3su0a_l7shyi35,155130,BCLL_6_T_1_hashing,hashed_cdna,P4,R1,/scratch/project/production/fastq/HKJ5JDRXX/2/fastq/HKJ5JDRXX_2_SI-GA-H6_1.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,md651vbh_eymr91s7,155131,BCLL_6_T_2_hashing,hashed_cdna,P5,R1,/scratch/project/production/fastq/HHWV2DRXX/1/fastq/HHWV2DRXX_1_SI-GA-A7_1.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,md651vbh_eymr91s7,155131,BCLL_6_T_2_hashing,hashed_cdna,P6,R1,/scratch/project/production/fastq/HHWV2DRXX/2/fastq/HHWV2DRXX_2_SI-GA-A7_1.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,md651vbh_eymr91s7,155131,BCLL_6_T_2_hashing,hashed_cdna,P7,R1,/scratch/project/production/fastq/HKJ5JDRXX/1/fastq/HKJ5JDRXX_1_SI-GA-A7_1.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,md651vbh_eymr91s7,155131,BCLL_6_T_2_hashing,hashed_cdna,P8,R1,/scratch/project/production/fastq/HKJ5JDRXX/2/fastq/HKJ5JDRXX_2_SI-GA-A7_1.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,n1b3su0a_l7shyi35,155133,BCLL_6_T_1_HTO,hashed_hto,P9,R1,/scratch/project/production/fastq/HHWV2DRXX/1/fastq/HHWV2DRXX_1_IlluminaTruSeqD702_1.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,n1b3su0a_l7shyi35,155133,BCLL_6_T_1_HTO,hashed_hto,P10,R1,/scratch/project/production/fastq/HHWV2DRXX/2/fastq/HHWV2DRXX_2_IlluminaTruSeqD702_1.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,md651vbh_eymr91s7,155134,BCLL_6_T_2_HTO,hashed_hto,P11,R1,/scratch/project/production/fastq/HHWV2DRXX/1/fastq/HHWV2DRXX_1_IlluminaTruSeqD703_1.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,md651vbh_eymr91s7,155134,BCLL_6_T_2_HTO,hashed_hto,P12,R1,/scratch/project/production/fastq/HHWV2DRXX/2/fastq/HHWV2DRXX_2_IlluminaTruSeqD703_1.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,x739d5z1_dsamhgey,155136,BCLL_12_T_1_hashing,hashed_cdna,P13,R1,/scratch/project/production/fastq/HJNFJDRXX/1/fastq/HJNFJDRXX_1_SI-GA-D9_1.fastq.gz,BCLL-12-T
scRNA-seq,BCLLATLAS_21,x739d5z1_dsamhgey,155136,BCLL_12_T_1_hashing,hashed_cdna,P14,R1,/scratch/project/production/fastq/HJNFJDRXX/2/fastq/HJNFJDRXX_2_SI-GA-D9_1.fastq.gz,BCLL-12-T
scRNA-seq,BCLLATLAS_21,dvdzq8et_eot75su8,155137,BCLL_12_T_2_hashing,hashed_cdna,P15,R1,/scratch/project/production/fastq/HJNFJDRXX/1/fastq/HJNFJDRXX_1_SI-GA-E9_1.fastq.gz,BCLL-12-T
scRNA-seq,BCLLATLAS_21,dvdzq8et_eot75su8,155137,BCLL_12_T_2_hashing,hashed_cdna,P16,R1,/scratch/project/production/fastq/HJNFJDRXX/2/fastq/HJNFJDRXX_2_SI-GA-E9_1.fastq.gz,BCLL-12-T
scRNA-seq,BCLLATLAS_21,dvdzq8et_eot75su8,155137,BCLL_12_T_2_hashing,hashed_cdna,P17,R1,/scratch/project/production/fastq/HKHYGDRXX/1/fastq/HKHYGDRXX_1_SI-GA-E9_1.fastq.gz,BCLL-12-T
scRNA-seq,BCLLATLAS_21,dvdzq8et_eot75su8,155137,BCLL_12_T_2_hashing,hashed_cdna,P18,R1,/scratch/project/production/fastq/HKHYGDRXX/2/fastq/HKHYGDRXX_2_SI-GA-E9_1.fastq.gz,BCLL-12-T
scRNA-seq,BCLLATLAS_21,x739d5z1_dsamhgey,155138,BCLL_12_T_1_HTO,hashed_hto,P19,R1,/scratch/project/production/fastq/HJNFJDRXX/1/fastq/HJNFJDRXX_1_IlluminaTruSeqD706_1.fastq.gz,BCLL-12-T
scRNA-seq,BCLLATLAS_21,x739d5z1_dsamhgey,155138,BCLL_12_T_1_HTO,hashed_hto,P20,R1,/scratch/project/production/fastq/HJNFJDRXX/2/fastq/HJNFJDRXX_2_IlluminaTruSeqD706_1.fastq.gz,BCLL-12-T
scRNA-seq,BCLLATLAS_21,dvdzq8et_eot75su8,155139,BCLL_12_T_2_HTO,hashed_hto,P21,R1,/scratch/project/production/fastq/HJNFJDRXX/1/fastq/HJNFJDRXX_1_IlluminaTruSeqD707_1.fastq.gz,BCLL-12-T
scRNA-seq,BCLLATLAS_21,dvdzq8et_eot75su8,155139,BCLL_12_T_2_HTO,hashed_hto,P22,R1,/scratch/project/production/fastq/HJNFJDRXX/2/fastq/HJNFJDRXX_2_IlluminaTruSeqD707_1.fastq.gz,BCLL-12-T
scRNA-seq,BCLLATLAS_21,n1b3su0a_l7shyi35,155130,BCLL_6_T_1_hashing,hashed_cdna,P1,R2,/scratch/project/production/fastq/HHWV2DRXX/1/fastq/HHWV2DRXX_1_SI-GA-H6_2.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,n1b3su0a_l7shyi35,155130,BCLL_6_T_1_hashing,hashed_cdna,P2,R2,/scratch/project/production/fastq/HHWV2DRXX/2/fastq/HHWV2DRXX_2_SI-GA-H6_2.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,n1b3su0a_l7shyi35,155130,BCLL_6_T_1_hashing,hashed_cdna,P3,R2,/scratch/project/production/fastq/HKJ5JDRXX/1/fastq/HKJ5JDRXX_1_SI-GA-H6_2.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,n1b3su0a_l7shyi35,155130,BCLL_6_T_1_hashing,hashed_cdna,P4,R2,/scratch/project/production/fastq/HKJ5JDRXX/2/fastq/HKJ5JDRXX_2_SI-GA-H6_2.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,md651vbh_eymr91s7,155131,BCLL_6_T_2_hashing,hashed_cdna,P5,R2,/scratch/project/production/fastq/HHWV2DRXX/1/fastq/HHWV2DRXX_1_SI-GA-A7_2.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,md651vbh_eymr91s7,155131,BCLL_6_T_2_hashing,hashed_cdna,P6,R2,/scratch/project/production/fastq/HHWV2DRXX/2/fastq/HHWV2DRXX_2_SI-GA-A7_2.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,md651vbh_eymr91s7,155131,BCLL_6_T_2_hashing,hashed_cdna,P7,R2,/scratch/project/production/fastq/HKJ5JDRXX/1/fastq/HKJ5JDRXX_1_SI-GA-A7_2.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,md651vbh_eymr91s7,155131,BCLL_6_T_2_hashing,hashed_cdna,P8,R2,/scratch/project/production/fastq/HKJ5JDRXX/2/fastq/HKJ5JDRXX_2_SI-GA-A7_2.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,n1b3su0a_l7shyi35,155133,BCLL_6_T_1_HTO,hashed_hto,P9,R2,/scratch/project/production/fastq/HHWV2DRXX/1/fastq/HHWV2DRXX_1_IlluminaTruSeqD702_2.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,n1b3su0a_l7shyi35,155133,BCLL_6_T_1_HTO,hashed_hto,P10,R2,/scratch/project/production/fastq/HHWV2DRXX/2/fastq/HHWV2DRXX_2_IlluminaTruSeqD702_2.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,md651vbh_eymr91s7,155134,BCLL_6_T_2_HTO,hashed_hto,P11,R2,/scratch/project/production/fastq/HHWV2DRXX/1/fastq/HHWV2DRXX_1_IlluminaTruSeqD703_2.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,md651vbh_eymr91s7,155134,BCLL_6_T_2_HTO,hashed_hto,P12,R2,/scratch/project/production/fastq/HHWV2DRXX/2/fastq/HHWV2DRXX_2_IlluminaTruSeqD703_2.fastq.gz,BCLL-6-T
scRNA-seq,BCLLATLAS_21,x739d5z1_dsamhgey,155136,BCLL_12_T_1_hashing,hashed_cdna,P13,R2,/scratch/project/production/fastq/HJNFJDRXX/1/fastq/HJNFJDRXX_1_SI-GA-D9_2.fastq.gz,BCLL-12-T
