library_id,fastq_path,read,pair_id
161092,/scratch/project/production/fastq/HK7Y7DRXX/1/fastq/HK7Y7DRXX_1_SI-NA-H4_1.fastq.gz,R1,P7
161092,/scratch/project/production/fastq/HK7Y7DRXX/1/fastq/HK7Y7DRXX_1_SI-NA-H4_UMI2.fastq.gz,R2,P7
161092,/scratch/project/production/fastq/HK7Y7DRXX/1/fastq/HK7Y7DRXX_1_SI-NA-H4_2.fastq.gz,R3,P7
161092,/scratch/project/production/fastq/HK7Y7DRXX/2/fastq/HK7Y7DRXX_2_SI-NA-H4_1.fastq.gz,R1,P8
161092,/scratch/project/production/fastq/HK7Y7DRXX/2/fastq/HK7Y7DRXX_2_SI-NA-H4_UMI2.fastq.gz,R2,P8
161092,/scratch/project/production/fastq/HK7Y7DRXX/2/fastq/HK7Y7DRXX_2_SI-NA-H4_2.fastq.gz,R3,P8
161092,/scratch/project/production/fastq/HKCW2DRXX/1/fastq/HKCW2DRXX_1_SI-NA-H4_1.fastq.gz,R1,P9
161092,/scratch/project/production/fastq/HKCW2DRXX/1/fastq/HKCW2DRXX_1_SI-NA-H4_UMI2.fastq.gz,R2,P9
161092,/scratch/project/production/fastq/HKCW2DRXX/1/fastq/HKCW2DRXX_1_SI-NA-H4_2.fastq.gz,R3,P9
161092,/scratch/project/production/fastq/HKCW2DRXX/2/fastq/HKCW2DRXX_2_SI-NA-H4_1.fastq.gz,R1,P10
161092,/scratch/project/production/fastq/HKCW2DRXX/2/fastq/HKCW2DRXX_2_SI-NA-H4_UMI2.fastq.gz,R2,P10
161092,/scratch/project/production/fastq/HKCW2DRXX/2/fastq/HKCW2DRXX_2_SI-NA-H4_2.fastq.gz,R3,P10
161093,/scratch/project/production/fastq/HK7Y7DRXX/1/fastq/HK7Y7DRXX_1_SI-NA-A5_1.fastq.gz,R1,P11
161093,/scratch/project/production/fastq/HK7Y7DRXX/1/fastq/HK7Y7DRXX_1_SI-NA-A5_UMI2.fastq.gz,R2,P11
161093,/scratch/project/production/fastq/HK7Y7DRXX/1/fastq/HK7Y7DRXX_1_SI-NA-A5_2.fastq.gz,R3,P11
161093,/scratch/project/production/fastq/HK7Y7DRXX/2/fastq/HK7Y7DRXX_2_SI-NA-A5_1.fastq.gz,R1,P12
161093,/scratch/project/production/fastq/HK7Y7DRXX/2/fastq/HK7Y7DRXX_2_SI-NA-A5_UMI2.fastq.gz,R2,P12
161093,/scratch/project/production/fastq/HK7Y7DRXX/2/fastq/HK7Y7DRXX_2_SI-NA-A5_2.fastq.gz,R3,P12
161093,/scratch/project/production/fastq/HKCW2DRXX/1/fastq/HKCW2DRXX_1_SI-NA-A5_1.fastq.gz,R1,P13
161093,/scratch/project/production/fastq/HKCW2DRXX/1/fastq/HKCW2DRXX_1_SI-NA-A5_UMI2.fastq.gz,R2,P13
161093,/scratch/project/production/fastq/HKCW2DRXX/1/fastq/HKCW2DRXX_1_SI-NA-A5_2.fastq.gz,R3,P13
161093,/scratch/project/production/fastq/HKCW2DRXX/2/fastq/HKCW2DRXX_2_SI-NA-A5_1.fastq.gz,R1,P14
161093,/scratch/project/production/fastq/HKCW2DRXX/2/fastq/HKCW2DRXX_2_SI-NA-A5_UMI2.fastq.gz,R2,P14
161093,/scratch/project/production/fastq/HKCW2DRXX/2/fastq/HKCW2DRXX_2_SI-NA-A5_2.fastq.gz,R3,P14
161094,/scratch/project/production/fastq/HK7Y7DRXX/1/fastq/HK7Y7DRXX_1_SI-NA-B5_1.fastq.gz,R1,P15
161094,/scratch/project/production/fastq/HK7Y7DRXX/1/fastq/HK7Y7DRXX_1_SI-NA-B5_UMI2.fastq.gz,R2,P15
161094,/scratch/project/production/fastq/HK7Y7DRXX/1/fastq/HK7Y7DRXX_1_SI-NA-B5_2.fastq.gz,R3,P15
161094,/scratch/project/production/fastq/HK7Y7DRXX/2/fastq/HK7Y7DRXX_2_SI-NA-B5_1.fastq.gz,R1,P16
161094,/scratch/project/production/fastq/HK7Y7DRXX/2/fastq/HK7Y7DRXX_2_SI-NA-B5_UMI2.fastq.gz,R2,P16
161094,/scratch/project/production/fastq/HK7Y7DRXX/2/fastq/HK7Y7DRXX_2_SI-NA-B5_2.fastq.gz,R3,P16
161094,/scratch/project/production/fastq/HKCW2DRXX/1/fastq/HKCW2DRXX_1_SI-NA-B5_1.fastq.gz,R1,P17
161094,/scratch/project/production/fastq/HKCW2DRXX/1/fastq/HKCW2DRXX_1_SI-NA-B5_UMI2.fastq.gz,R2,P17
161094,/scratch/project/production/fastq/HKCW2DRXX/1/fastq/HKCW2DRXX_1_SI-NA-B5_2.fastq.gz,R3,P17
161094,/scratch/project/production/fastq/HKCW2DRXX/2/fastq/HKCW2DRXX_2_SI-NA-B5_1.fastq.gz,R1,P18
161094,/scratch/project/production/fastq/HKCW2DRXX/2/fastq/HKCW2DRXX_2_SI-NA-B5_UMI2.fastq.gz,R2,P18
161094,/scratch/project/production/fastq/HKCW2DRXX/2/fastq/HKCW2DRXX_2_SI-NA-B5_2.fastq.gz,R3,P18
