annotated_cells,bc_q30_bases_fract,cellranger-atac_version,cells_detected,frac_cut_fragments_in_peaks,frac_fragments_nfr,frac_fragments_nfr_or_nuc,frac_fragments_nuc,frac_fragments_overlapping_peaks,frac_fragments_overlapping_targets,frac_mapped_confidently,frac_waste_chimeric,frac_waste_duplicate,frac_waste_lowmapq,frac_waste_mitochondrial,frac_waste_no_barcode,frac_waste_non_cell_barcode,frac_waste_overall_nondup,frac_waste_total,frac_waste_unmapped,median_fragments_per_cell,median_per_cell_unique_fragments_at_30000_RRPC,median_per_cell_unique_fragments_at_50000_RRPC,num_fragments,r1_q30_bases_fract,r2_q30_bases_fract,si_q30_bases_fract,total_usable_fragments,tss_enrichment_score
6244,0.86966128532,1.2.0,6244,0.492311467614,0.596747152074,0.946474595062,0.349727442987,0.509846510803,0.69560770827,0.684452814013,0.00485451415324,0.0903357834887,0.037274023736,0.0046756754715,0.0444331445004,0.492931918583,0.647218000598,0.737553784087,0.0630487241537,5292.0,3054.0918147,4742.60727572,178702950,0.945546044566,0.942352103685,None,46899913,6.22326427772
