library_id,fastq_path,read,pair_id,type
149641,/scratch/project/production/fastq/HHWLJDRXX/1/fastq/HHWLJDRXX_1_SI-GA-A9_1.fastq.gz,R1,P1,hashed_cdna
149641,/scratch/project/production/fastq/HHWLJDRXX/2/fastq/HHWLJDRXX_2_SI-GA-A9_1.fastq.gz,R1,P2,hashed_cdna
149641,/scratch/project/production/fastq/HHWV5DRXX/1/fastq/HHWV5DRXX_1_SI-GA-A9_1.fastq.gz,R1,P3,hashed_cdna
149641,/scratch/project/production/fastq/HHWV5DRXX/2/fastq/HHWV5DRXX_2_SI-GA-A9_1.fastq.gz,R1,P4,hashed_cdna
149641,/scratch/project/production/fastq/HHYJWDRXX/1/fastq/HHYJWDRXX_1_SI-GA-A9_1.fastq.gz,R1,P5,hashed_cdna
149641,/scratch/project/production/fastq/HHYJWDRXX/2/fastq/HHYJWDRXX_2_SI-GA-A9_1.fastq.gz,R1,P6,hashed_cdna
149642,/scratch/project/production/fastq/HHWLJDRXX/1/fastq/HHWLJDRXX_1_SI-GA-B9_1.fastq.gz,R1,P7,hashed_cdna
149642,/scratch/project/production/fastq/HHWLJDRXX/2/fastq/HHWLJDRXX_2_SI-GA-B9_1.fastq.gz,R1,P8,hashed_cdna
149642,/scratch/project/production/fastq/HHWV5DRXX/1/fastq/HHWV5DRXX_1_SI-GA-B9_1.fastq.gz,R1,P9,hashed_cdna
149642,/scratch/project/production/fastq/HHWV5DRXX/2/fastq/HHWV5DRXX_2_SI-GA-B9_1.fastq.gz,R1,P10,hashed_cdna
149642,/scratch/project/production/fastq/HHYJWDRXX/1/fastq/HHYJWDRXX_1_SI-GA-B9_1.fastq.gz,R1,P11,hashed_cdna
149642,/scratch/project/production/fastq/HHYJWDRXX/2/fastq/HHYJWDRXX_2_SI-GA-B9_1.fastq.gz,R1,P12,hashed_cdna
149643,/scratch/project/production/fastq/HHWLJDRXX/1/fastq/HHWLJDRXX_1_SI-GA-C9_1.fastq.gz,R1,P13,not_hashed
149643,/scratch/project/production/fastq/HHWLJDRXX/2/fastq/HHWLJDRXX_2_SI-GA-C9_1.fastq.gz,R1,P14,not_hashed
149643,/scratch/project/production/fastq/HHWV5DRXX/1/fastq/HHWV5DRXX_1_SI-GA-C9_1.fastq.gz,R1,P15,not_hashed
149643,/scratch/project/production/fastq/HHWV5DRXX/2/fastq/HHWV5DRXX_2_SI-GA-C9_1.fastq.gz,R1,P16,not_hashed
149644,/scratch/project/production/fastq/HHWV5DRXX/1/fastq/HHWV5DRXX_1_IlluminaTruSeqD701_1.fastq.gz,R1,P17,hashed_hto
