library_id,fastq_path,read,pair_id,type
155130,/scratch/project/production/fastq/HHWV2DRXX/1/fastq/HHWV2DRXX_1_SI-GA-H6_1.fastq.gz,R1,P1,hashed_cdna
155130,/scratch/project/production/fastq/HHWV2DRXX/2/fastq/HHWV2DRXX_2_SI-GA-H6_1.fastq.gz,R1,P2,hashed_cdna
155130,/scratch/project/production/fastq/HKJ5JDRXX/1/fastq/HKJ5JDRXX_1_SI-GA-H6_1.fastq.gz,R1,P3,hashed_cdna
155130,/scratch/project/production/fastq/HKJ5JDRXX/2/fastq/HKJ5JDRXX_2_SI-GA-H6_1.fastq.gz,R1,P4,hashed_cdna
155131,/scratch/project/production/fastq/HHWV2DRXX/1/fastq/HHWV2DRXX_1_SI-GA-A7_1.fastq.gz,R1,P5,hashed_cdna
155131,/scratch/project/production/fastq/HHWV2DRXX/2/fastq/HHWV2DRXX_2_SI-GA-A7_1.fastq.gz,R1,P6,hashed_cdna
155131,/scratch/project/production/fastq/HKJ5JDRXX/1/fastq/HKJ5JDRXX_1_SI-GA-A7_1.fastq.gz,R1,P7,hashed_cdna
155131,/scratch/project/production/fastq/HKJ5JDRXX/2/fastq/HKJ5JDRXX_2_SI-GA-A7_1.fastq.gz,R1,P8,hashed_cdna
155133,/scratch/project/production/fastq/HHWV2DRXX/1/fastq/HHWV2DRXX_1_IlluminaTruSeqD702_1.fastq.gz,R1,P9,hashed_hto
155133,/scratch/project/production/fastq/HHWV2DRXX/2/fastq/HHWV2DRXX_2_IlluminaTruSeqD702_1.fastq.gz,R1,P10,hashed_hto
155134,/scratch/project/production/fastq/HHWV2DRXX/1/fastq/HHWV2DRXX_1_IlluminaTruSeqD703_1.fastq.gz,R1,P11,hashed_hto
155134,/scratch/project/production/fastq/HHWV2DRXX/2/fastq/HHWV2DRXX_2_IlluminaTruSeqD703_1.fastq.gz,R1,P12,hashed_hto
155136,/scratch/project/production/fastq/HJNFJDRXX/1/fastq/HJNFJDRXX_1_SI-GA-D9_1.fastq.gz,R1,P13,hashed_cdna
155136,/scratch/project/production/fastq/HJNFJDRXX/2/fastq/HJNFJDRXX_2_SI-GA-D9_1.fastq.gz,R1,P14,hashed_cdna
155137,/scratch/project/production/fastq/HJNFJDRXX/1/fastq/HJNFJDRXX_1_SI-GA-E9_1.fastq.gz,R1,P15,hashed_cdna
155137,/scratch/project/production/fastq/HJNFJDRXX/2/fastq/HJNFJDRXX_2_SI-GA-E9_1.fastq.gz,R1,P16,hashed_cdna
155137,/scratch/project/production/fastq/HKHYGDRXX/1/fastq/HKHYGDRXX_1_SI-GA-E9_1.fastq.gz,R1,P17,hashed_cdna
