library_id,fastq_path,read,pair_id,type
196583,/scratch/project/production/fastq/H2JYKDRXY/1/fastq/H2JYKDRXY_1_SI-GA-F8_1.fastq.gz,R1,P1,hashed_cdna
196583,/scratch/project/production/fastq/H2JYKDRXY/2/fastq/H2JYKDRXY_2_SI-GA-F8_1.fastq.gz,R1,P2,hashed_cdna
196583,/scratch/project/production/fastq/H2JYNDRXY/1/fastq/H2JYNDRXY_1_SI-GA-F8_1.fastq.gz,R1,P3,hashed_cdna
196583,/scratch/project/production/fastq/H2JYNDRXY/2/fastq/H2JYNDRXY_2_SI-GA-F8_1.fastq.gz,R1,P4,hashed_cdna
196584,/scratch/project/production/fastq/H2JYKDRXY/1/fastq/H2JYKDRXY_1_SI-GA-F9_1.fastq.gz,R1,P5,hashed_cdna
196584,/scratch/project/production/fastq/H2JYKDRXY/2/fastq/H2JYKDRXY_2_SI-GA-F9_1.fastq.gz,R1,P6,hashed_cdna
196584,/scratch/project/production/fastq/H2JYNDRXY/1/fastq/H2JYNDRXY_1_SI-GA-F9_1.fastq.gz,R1,P7,hashed_cdna
196584,/scratch/project/production/fastq/H2JYNDRXY/2/fastq/H2JYNDRXY_2_SI-GA-F9_1.fastq.gz,R1,P8,hashed_cdna
196585,/scratch/project/production/fastq/H2JYNDRXY/1/fastq/H2JYNDRXY_1_IlluminaTruSeqD703_1.fastq.gz,R1,P9,hashed_hto
196585,/scratch/project/production/fastq/H2JYNDRXY/2/fastq/H2JYNDRXY_2_IlluminaTruSeqD703_1.fastq.gz,R1,P10,hashed_hto
196586,/scratch/project/production/fastq/H2JYNDRXY/1/fastq/H2JYNDRXY_1_IlluminaTruSeqD704_1.fastq.gz,R1,P11,hashed_hto
196586,/scratch/project/production/fastq/H2JYNDRXY/2/fastq/H2JYNDRXY_2_IlluminaTruSeqD704_1.fastq.gz,R1,P12,hashed_hto
196583,/scratch/project/production/fastq/H2JYKDRXY/1/fastq/H2JYKDRXY_1_SI-GA-F8_2.fastq.gz,R2,P1,hashed_cdna
196583,/scratch/project/production/fastq/H2JYKDRXY/2/fastq/H2JYKDRXY_2_SI-GA-F8_2.fastq.gz,R2,P2,hashed_cdna
196583,/scratch/project/production/fastq/H2JYNDRXY/1/fastq/H2JYNDRXY_1_SI-GA-F8_2.fastq.gz,R2,P3,hashed_cdna
196583,/scratch/project/production/fastq/H2JYNDRXY/2/fastq/H2JYNDRXY_2_SI-GA-F8_2.fastq.gz,R2,P4,hashed_cdna
196584,/scratch/project/production/fastq/H2JYKDRXY/1/fastq/H2JYKDRXY_1_SI-GA-F9_2.fastq.gz,R2,P5,hashed_cdna
196584,/scratch/project/production/fastq/H2JYKDRXY/2/fastq/H2JYKDRXY_2_SI-GA-F9_2.fastq.gz,R2,P6,hashed_cdna
196584,/scratch/project/production/fastq/H2JYNDRXY/1/fastq/H2JYNDRXY_1_SI-GA-F9_2.fastq.gz,R2,P7,hashed_cdna
196584,/scratch/project/production/fastq/H2JYNDRXY/2/fastq/H2JYNDRXY_2_SI-GA-F9_2.fastq.gz,R2,P8,hashed_cdna
196585,/scratch/project/production/fastq/H2JYNDRXY/1/fastq/H2JYNDRXY_1_IlluminaTruSeqD703_2.fastq.gz,R2,P9,hashed_hto
196585,/scratch/project/production/fastq/H2JYNDRXY/2/fastq/H2JYNDRXY_2_IlluminaTruSeqD703_2.fastq.gz,R2,P10,hashed_hto
196586,/scratch/project/production/fastq/H2JYNDRXY/1/fastq/H2JYNDRXY_1_IlluminaTruSeqD704_2.fastq.gz,R2,P11,hashed_hto
196586,/scratch/project/production/fastq/H2JYNDRXY/2/fastq/H2JYNDRXY_2_IlluminaTruSeqD704_2.fastq.gz,R2,P12,hashed_hto
