library_id,fastq_path,read,pair_id,type
187504,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-D8_1.fastq.gz,R1,P1,GEX
187504,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-D8_1.fastq.gz,R1,P2,GEX
187505,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-D9_1.fastq.gz,R1,P3,GEX
187505,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-D9_1.fastq.gz,R1,P4,GEX
187506,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-D10_1.fastq.gz,R1,P5,GEX
187506,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-D10_1.fastq.gz,R1,P6,GEX
187507,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-D11_1.fastq.gz,R1,P7,GEX
187507,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-D11_1.fastq.gz,R1,P8,GEX
187508,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-D12_1.fastq.gz,R1,P9,GEX
187508,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-D12_1.fastq.gz,R1,P10,GEX
187509,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-B11_1.fastq.gz,R1,P11,BCR
187509,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-B11_1.fastq.gz,R1,P12,BCR
187510,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-B12_1.fastq.gz,R1,P13,BCR
187510,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-B12_1.fastq.gz,R1,P14,BCR
187511,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-C1_1.fastq.gz,R1,P15,BCR
187511,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-C1_1.fastq.gz,R1,P16,BCR
187512,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-C2_1.fastq.gz,R1,P17,BCR
187512,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-C2_1.fastq.gz,R1,P18,BCR
187513,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-C3_1.fastq.gz,R1,P19,BCR
187513,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-C3_1.fastq.gz,R1,P20,BCR
187514,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-C4_1.fastq.gz,R1,P21,TCR
187514,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-C4_1.fastq.gz,R1,P22,TCR
187515,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-C5_1.fastq.gz,R1,P23,TCR
187515,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-C5_1.fastq.gz,R1,P24,TCR
187516,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-C6_1.fastq.gz,R1,P25,TCR
187516,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-C6_1.fastq.gz,R1,P26,TCR
187517,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-C7_1.fastq.gz,R1,P27,TCR
187517,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-C7_1.fastq.gz,R1,P28,TCR
187518,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-C8_1.fastq.gz,R1,P29,TCR
187518,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-C8_1.fastq.gz,R1,P30,TCR
187519,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-NA-A10_1.fastq.gz,R1,P31,CSP
187519,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-NA-A10_1.fastq.gz,R1,P32,CSP
187520,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-NA-B10_1.fastq.gz,R1,P33,CSP
187520,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-NA-B10_1.fastq.gz,R1,P34,CSP
187521,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-NA-C10_1.fastq.gz,R1,P35,CSP
187521,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-NA-C10_1.fastq.gz,R1,P36,CSP
