library_id,fastq_path,read,pair_id,type
187522,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-NA-F10_1.fastq.gz,R1,P37,CSP
187522,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-NA-F10_1.fastq.gz,R1,P38,CSP
187523,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-NA-G10_1.fastq.gz,R1,P39,CSP
187523,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-NA-G10_1.fastq.gz,R1,P40,CSP
187504,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-D8_2.fastq.gz,R2,P1,GEX
187504,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-D8_2.fastq.gz,R2,P2,GEX
187505,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-D9_2.fastq.gz,R2,P3,GEX
187505,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-D9_2.fastq.gz,R2,P4,GEX
187506,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-D10_2.fastq.gz,R2,P5,GEX
187506,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-D10_2.fastq.gz,R2,P6,GEX
187507,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-D11_2.fastq.gz,R2,P7,GEX
187507,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-D11_2.fastq.gz,R2,P8,GEX
187508,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-D12_2.fastq.gz,R2,P9,GEX
187508,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-D12_2.fastq.gz,R2,P10,GEX
187509,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-B11_2.fastq.gz,R2,P11,BCR
187509,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-B11_2.fastq.gz,R2,P12,BCR
187510,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-B12_2.fastq.gz,R2,P13,BCR
187510,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-B12_2.fastq.gz,R2,P14,BCR
187511,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-C1_2.fastq.gz,R2,P15,BCR
187511,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-C1_2.fastq.gz,R2,P16,BCR
187512,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-C2_2.fastq.gz,R2,P17,BCR
187512,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-C2_2.fastq.gz,R2,P18,BCR
187513,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-C3_2.fastq.gz,R2,P19,BCR
187513,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-C3_2.fastq.gz,R2,P20,BCR
187514,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-C4_2.fastq.gz,R2,P21,TCR
187514,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-C4_2.fastq.gz,R2,P22,TCR
187515,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-C5_2.fastq.gz,R2,P23,TCR
187515,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-C5_2.fastq.gz,R2,P24,TCR
187516,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-C6_2.fastq.gz,R2,P25,TCR
187516,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-C6_2.fastq.gz,R2,P26,TCR
187517,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-C7_2.fastq.gz,R2,P27,TCR
187517,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-C7_2.fastq.gz,R2,P28,TCR
187518,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-GA-C8_2.fastq.gz,R2,P29,TCR
187518,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-GA-C8_2.fastq.gz,R2,P30,TCR
187519,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-NA-A10_2.fastq.gz,R2,P31,CSP
187519,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-NA-A10_2.fastq.gz,R2,P32,CSP
187520,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-NA-B10_2.fastq.gz,R2,P33,CSP
187520,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-NA-B10_2.fastq.gz,R2,P34,CSP
187521,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-NA-C10_2.fastq.gz,R2,P35,CSP
187521,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-NA-C10_2.fastq.gz,R2,P36,CSP
187522,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-NA-F10_2.fastq.gz,R2,P37,CSP
187522,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-NA-F10_2.fastq.gz,R2,P38,CSP
187523,/scratch/project/production/fastq/HVNKTDRXX/1/fastq/HVNKTDRXX_1_SI-NA-G10_2.fastq.gz,R2,P39,CSP
187523,/scratch/project/production/fastq/HVNKTDRXX/2/fastq/HVNKTDRXX_2_SI-NA-G10_2.fastq.gz,R2,P40,CSP
