library_id,fastq_path,read,pair_id,type
154660,/scratch/project/production/fastq/HHWLJDRXX/1/fastq/HHWLJDRXX_1_SI-GA-F9_1.fastq.gz,R1,P1,hashed_cdna
154660,/scratch/project/production/fastq/HHWLJDRXX/2/fastq/HHWLJDRXX_2_SI-GA-F9_1.fastq.gz,R1,P2,hashed_cdna
154661,/scratch/project/production/fastq/HHYC7DRXX/1/fastq/HHYC7DRXX_1_SI-GA-G9_1.fastq.gz,R1,P3,hashed_cdna
154661,/scratch/project/production/fastq/HHYC7DRXX/2/fastq/HHYC7DRXX_2_SI-GA-G9_1.fastq.gz,R1,P4,hashed_cdna
154662,/scratch/project/production/fastq/HHYC7DRXX/1/fastq/HHYC7DRXX_1_SI-GA-H9_1.fastq.gz,R1,P5,not_hashed
154662,/scratch/project/production/fastq/HHYC7DRXX/2/fastq/HHYC7DRXX_2_SI-GA-H9_1.fastq.gz,R1,P6,not_hashed
154663,/scratch/project/production/fastq/HHYC7DRXX/1/fastq/HHYC7DRXX_1_IlluminaTruSeqD703_1.fastq.gz,R1,P7,hashed_hto
154663,/scratch/project/production/fastq/HHYC7DRXX/2/fastq/HHYC7DRXX_2_IlluminaTruSeqD703_1.fastq.gz,R1,P8,hashed_hto
154664,/scratch/project/production/fastq/HHYC7DRXX/1/fastq/HHYC7DRXX_1_IlluminaTruSeqD704_1.fastq.gz,R1,P9,hashed_hto
154664,/scratch/project/production/fastq/HHYC7DRXX/2/fastq/HHYC7DRXX_2_IlluminaTruSeqD704_1.fastq.gz,R1,P10,hashed_hto
154660,/scratch/project/production/fastq/HHWLJDRXX/1/fastq/HHWLJDRXX_1_SI-GA-F9_2.fastq.gz,R2,P1,hashed_cdna
154660,/scratch/project/production/fastq/HHWLJDRXX/2/fastq/HHWLJDRXX_2_SI-GA-F9_2.fastq.gz,R2,P2,hashed_cdna
154661,/scratch/project/production/fastq/HHYC7DRXX/1/fastq/HHYC7DRXX_1_SI-GA-G9_2.fastq.gz,R2,P3,hashed_cdna
154661,/scratch/project/production/fastq/HHYC7DRXX/2/fastq/HHYC7DRXX_2_SI-GA-G9_2.fastq.gz,R2,P4,hashed_cdna
154662,/scratch/project/production/fastq/HHYC7DRXX/1/fastq/HHYC7DRXX_1_SI-GA-H9_2.fastq.gz,R2,P5,not_hashed
154662,/scratch/project/production/fastq/HHYC7DRXX/2/fastq/HHYC7DRXX_2_SI-GA-H9_2.fastq.gz,R2,P6,not_hashed
154663,/scratch/project/production/fastq/HHYC7DRXX/1/fastq/HHYC7DRXX_1_IlluminaTruSeqD703_2.fastq.gz,R2,P7,hashed_hto
154663,/scratch/project/production/fastq/HHYC7DRXX/2/fastq/HHYC7DRXX_2_IlluminaTruSeqD703_2.fastq.gz,R2,P8,hashed_hto
154664,/scratch/project/production/fastq/HHYC7DRXX/1/fastq/HHYC7DRXX_1_IlluminaTruSeqD704_2.fastq.gz,R2,P9,hashed_hto
154664,/scratch/project/production/fastq/HHYC7DRXX/2/fastq/HHYC7DRXX_2_IlluminaTruSeqD704_2.fastq.gz,R2,P10,hashed_hto
