library_id,fastq_path,read,pair_id
188567,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-C10_1.fastq.gz,R1,P1
188567,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-C10_2.fastq.gz,R2,P1
188567,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-C10_1.fastq.gz,R1,P2
188567,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-C10_2.fastq.gz,R2,P2
188568,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-C11_1.fastq.gz,R1,P3
188568,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-C11_2.fastq.gz,R2,P3
188568,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-C11_1.fastq.gz,R1,P4
188568,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-C11_2.fastq.gz,R2,P4
188569,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-C12_1.fastq.gz,R1,P5
188569,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-C12_2.fastq.gz,R2,P5
188569,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-C12_1.fastq.gz,R1,P6
188569,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-C12_2.fastq.gz,R2,P6
188570,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-D1_1.fastq.gz,R1,P7
188570,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-D1_2.fastq.gz,R2,P7
188570,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-D1_1.fastq.gz,R1,P8
188570,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-D1_2.fastq.gz,R2,P8
188571,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-D2_1.fastq.gz,R1,P9
188571,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-D2_2.fastq.gz,R2,P9
188571,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-D2_1.fastq.gz,R1,P10
188571,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-D2_2.fastq.gz,R2,P10
188572,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-D3_1.fastq.gz,R1,P11
188572,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-D3_2.fastq.gz,R2,P11
188572,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-D3_1.fastq.gz,R1,P12
188572,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-D3_2.fastq.gz,R2,P12
188573,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-D4_1.fastq.gz,R1,P13
188573,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-D4_2.fastq.gz,R2,P13
188573,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-D4_1.fastq.gz,R1,P14
188573,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-D4_2.fastq.gz,R2,P14
