library_id,fastq_path,read,pair_id
187660,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-F10_1.fastq.gz,R1,P1
187660,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-F10_UMI2.fastq.gz,R2,P1
187660,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-F10_2.fastq.gz,R3,P1
187660,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-F10_1.fastq.gz,R1,P2
187660,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-F10_UMI2.fastq.gz,R2,P2
187660,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-F10_2.fastq.gz,R3,P2
187661,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-G10_1.fastq.gz,R1,P3
187661,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-G10_UMI2.fastq.gz,R2,P3
187661,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-G10_2.fastq.gz,R3,P3
187661,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-G10_1.fastq.gz,R1,P4
187661,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-G10_UMI2.fastq.gz,R2,P4
187661,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-G10_2.fastq.gz,R3,P4
187662,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-A11_1.fastq.gz,R1,P5
187662,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-A11_UMI2.fastq.gz,R2,P5
187662,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-A11_2.fastq.gz,R3,P5
187662,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-A11_1.fastq.gz,R1,P6
187662,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-A11_UMI2.fastq.gz,R2,P6
187662,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-A11_2.fastq.gz,R3,P6
187663,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-B11_1.fastq.gz,R1,P7
187663,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-B11_UMI2.fastq.gz,R2,P7
187663,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-B11_2.fastq.gz,R3,P7
187663,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-B11_1.fastq.gz,R1,P8
187663,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-B11_UMI2.fastq.gz,R2,P8
187663,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-B11_2.fastq.gz,R3,P8
187664,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-C11_1.fastq.gz,R1,P9
187664,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-C11_UMI2.fastq.gz,R2,P9
187664,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-C11_2.fastq.gz,R3,P9
187664,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-C11_1.fastq.gz,R1,P10
187664,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-C11_UMI2.fastq.gz,R2,P10
187664,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-C11_2.fastq.gz,R3,P10
187665,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-D11_1.fastq.gz,R1,P11
187665,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-D11_UMI2.fastq.gz,R2,P11
187665,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-D11_2.fastq.gz,R3,P11
187665,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-D11_1.fastq.gz,R1,P12
187665,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-D11_UMI2.fastq.gz,R2,P12
187665,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-D11_2.fastq.gz,R3,P12
187666,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-E11_1.fastq.gz,R1,P13
187666,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-E11_UMI2.fastq.gz,R2,P13
187666,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-E11_2.fastq.gz,R3,P13
187666,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-E11_1.fastq.gz,R1,P14
187666,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-E11_UMI2.fastq.gz,R2,P14
187666,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-E11_2.fastq.gz,R3,P14
