library_id,fastq_path,read,pair_id,type
135345,/scratch/project/production/fastq/HCTW2DRXX/1/fastq/HCTW2DRXX_1_SI-GA-A9_1.fastq.gz,R1,P1,hashed_cdna
135345,/scratch/project/production/fastq/HCTW2DRXX/2/fastq/HCTW2DRXX_2_SI-GA-A9_1.fastq.gz,R1,P2,hashed_cdna
135345,/scratch/project/production/fastq/HF353DRXX/1/fastq/HF353DRXX_1_SI-GA-A9_1.fastq.gz,R1,P3,hashed_cdna
135345,/scratch/project/production/fastq/HF353DRXX/2/fastq/HF353DRXX_2_SI-GA-A9_1.fastq.gz,R1,P4,hashed_cdna
135345,/scratch/project/production/fastq/HKCNJDRXX/1/fastq/HKCNJDRXX_1_SI-GA-A9_1.fastq.gz,R1,P5,hashed_cdna
135345,/scratch/project/production/fastq/HKCNJDRXX/2/fastq/HKCNJDRXX_2_SI-GA-A9_1.fastq.gz,R1,P6,hashed_cdna
135346,/scratch/project/production/fastq/HCTW2DRXX/1/fastq/HCTW2DRXX_1_SI-GA-B9_1.fastq.gz,R1,P7,hashed_cdna
135346,/scratch/project/production/fastq/HCTW2DRXX/2/fastq/HCTW2DRXX_2_SI-GA-B9_1.fastq.gz,R1,P8,hashed_cdna
135346,/scratch/project/production/fastq/HF353DRXX/1/fastq/HF353DRXX_1_SI-GA-B9_1.fastq.gz,R1,P9,hashed_cdna
135346,/scratch/project/production/fastq/HF353DRXX/2/fastq/HF353DRXX_2_SI-GA-B9_1.fastq.gz,R1,P10,hashed_cdna
135346,/scratch/project/production/fastq/HHYC7DRXX/1/fastq/HHYC7DRXX_1_SI-GA-B9_1.fastq.gz,R1,P11,hashed_cdna
135346,/scratch/project/production/fastq/HHYC7DRXX/2/fastq/HHYC7DRXX_2_SI-GA-B9_1.fastq.gz,R1,P12,hashed_cdna
135347,/scratch/project/production/fastq/HCY2YDRXX/1/fastq/HCY2YDRXX_1_SI-GA-C9_1.fastq.gz,R1,P13,not_hashed
135347,/scratch/project/production/fastq/HCY2YDRXX/2/fastq/HCY2YDRXX_2_SI-GA-C9_1.fastq.gz,R1,P14,not_hashed
135347,/scratch/project/production/fastq/HF353DRXX/1/fastq/HF353DRXX_1_SI-GA-C9_1.fastq.gz,R1,P15,not_hashed
135347,/scratch/project/production/fastq/HF353DRXX/2/fastq/HF353DRXX_2_SI-GA-C9_1.fastq.gz,R1,P16,not_hashed
135348,/scratch/project/production/fastq/HF353DRXX/1/fastq/HF353DRXX_1_IlluminaTruSeqD701_1.fastq.gz,R1,P17,hashed_hto
135348,/scratch/project/production/fastq/HF353DRXX/2/fastq/HF353DRXX_2_IlluminaTruSeqD701_1.fastq.gz,R1,P18,hashed_hto
135349,/scratch/project/production/fastq/HF353DRXX/1/fastq/HF353DRXX_1_IlluminaTruSeqD702_1.fastq.gz,R1,P19,hashed_hto
135349,/scratch/project/production/fastq/HF353DRXX/2/fastq/HF353DRXX_2_IlluminaTruSeqD702_1.fastq.gz,R1,P20,hashed_hto
135345,/scratch/project/production/fastq/HCTW2DRXX/1/fastq/HCTW2DRXX_1_SI-GA-A9_2.fastq.gz,R2,P1,hashed_cdna
135345,/scratch/project/production/fastq/HCTW2DRXX/2/fastq/HCTW2DRXX_2_SI-GA-A9_2.fastq.gz,R2,P2,hashed_cdna
135345,/scratch/project/production/fastq/HF353DRXX/1/fastq/HF353DRXX_1_SI-GA-A9_2.fastq.gz,R2,P3,hashed_cdna
135345,/scratch/project/production/fastq/HF353DRXX/2/fastq/HF353DRXX_2_SI-GA-A9_2.fastq.gz,R2,P4,hashed_cdna
135345,/scratch/project/production/fastq/HKCNJDRXX/1/fastq/HKCNJDRXX_1_SI-GA-A9_2.fastq.gz,R2,P5,hashed_cdna
135345,/scratch/project/production/fastq/HKCNJDRXX/2/fastq/HKCNJDRXX_2_SI-GA-A9_2.fastq.gz,R2,P6,hashed_cdna
135346,/scratch/project/production/fastq/HCTW2DRXX/1/fastq/HCTW2DRXX_1_SI-GA-B9_2.fastq.gz,R2,P7,hashed_cdna
135346,/scratch/project/production/fastq/HCTW2DRXX/2/fastq/HCTW2DRXX_2_SI-GA-B9_2.fastq.gz,R2,P8,hashed_cdna
135346,/scratch/project/production/fastq/HF353DRXX/1/fastq/HF353DRXX_1_SI-GA-B9_2.fastq.gz,R2,P9,hashed_cdna
135346,/scratch/project/production/fastq/HF353DRXX/2/fastq/HF353DRXX_2_SI-GA-B9_2.fastq.gz,R2,P10,hashed_cdna
135346,/scratch/project/production/fastq/HHYC7DRXX/1/fastq/HHYC7DRXX_1_SI-GA-B9_2.fastq.gz,R2,P11,hashed_cdna
135346,/scratch/project/production/fastq/HHYC7DRXX/2/fastq/HHYC7DRXX_2_SI-GA-B9_2.fastq.gz,R2,P12,hashed_cdna
135347,/scratch/project/production/fastq/HCY2YDRXX/1/fastq/HCY2YDRXX_1_SI-GA-C9_2.fastq.gz,R2,P13,not_hashed
135347,/scratch/project/production/fastq/HCY2YDRXX/2/fastq/HCY2YDRXX_2_SI-GA-C9_2.fastq.gz,R2,P14,not_hashed
135347,/scratch/project/production/fastq/HF353DRXX/1/fastq/HF353DRXX_1_SI-GA-C9_2.fastq.gz,R2,P15,not_hashed
