annotated_cells,cellranger-atac_version,frac_cut_fragments_in_peaks,frac_fragments_overlapping_peaks,frac_fragments_overlapping_targets,median_fragments_per_cell,post_norm_median_frags_per_cell_Library_aks0q3tw_lsr4h73j,post_norm_median_frags_per_cell_Library_dhqzxpdk_h8em75r9,post_norm_median_frags_per_cell_Library_fnpetv1y_agr9h7v4,post_norm_median_frags_per_cell_Library_jbp85ve3_3179tpob,post_norm_median_frags_per_cell_Library_jmjpvq6z_fr6c4nyp,post_norm_median_frags_per_cell_Library_lacrul5e_67e3wsyf,post_norm_median_frags_per_cell_Library_lzj8c3xo_ytz0xw8m,post_norm_median_frags_per_cell_Library_m7maqeew_gt2mrtf3,post_norm_median_frags_per_cell_Library_sy59df1i_56bwpc10,post_norm_median_frags_per_cell_Library_u51p7uvm_s5fhku31,post_norm_median_frags_per_cell_Library_vcan8qd9_sr5u40yg,post_norm_median_frags_per_cell_Library_xazsjcvt_kzi9e2rf,post_norm_median_frags_per_cell_Library_yja17lfh_kdslhq0g,pre_norm_median_frags_per_cell_Library_aks0q3tw_lsr4h73j,pre_norm_median_frags_per_cell_Library_dhqzxpdk_h8em75r9,pre_norm_median_frags_per_cell_Library_fnpetv1y_agr9h7v4,pre_norm_median_frags_per_cell_Library_jbp85ve3_3179tpob,pre_norm_median_frags_per_cell_Library_jmjpvq6z_fr6c4nyp,pre_norm_median_frags_per_cell_Library_lacrul5e_67e3wsyf,pre_norm_median_frags_per_cell_Library_lzj8c3xo_ytz0xw8m,pre_norm_median_frags_per_cell_Library_m7maqeew_gt2mrtf3,pre_norm_median_frags_per_cell_Library_sy59df1i_56bwpc10,pre_norm_median_frags_per_cell_Library_u51p7uvm_s5fhku31,pre_norm_median_frags_per_cell_Library_vcan8qd9_sr5u40yg,pre_norm_median_frags_per_cell_Library_xazsjcvt_kzi9e2rf,pre_norm_median_frags_per_cell_Library_yja17lfh_kdslhq0g,total_post_normalization,total_post_normalization_Library_aks0q3tw_lsr4h73j,total_post_normalization_Library_dhqzxpdk_h8em75r9,total_post_normalization_Library_fnpetv1y_agr9h7v4,total_post_normalization_Library_jbp85ve3_3179tpob,total_post_normalization_Library_jmjpvq6z_fr6c4nyp,total_post_normalization_Library_lacrul5e_67e3wsyf,total_post_normalization_Library_lzj8c3xo_ytz0xw8m,total_post_normalization_Library_m7maqeew_gt2mrtf3,total_post_normalization_Library_sy59df1i_56bwpc10,total_post_normalization_Library_u51p7uvm_s5fhku31,total_post_normalization_Library_vcan8qd9_sr5u40yg,total_post_normalization_Library_xazsjcvt_kzi9e2rf,total_post_normalization_Library_yja17lfh_kdslhq0g,total_pre_normalization,total_pre_normalization_Library_aks0q3tw_lsr4h73j,total_pre_normalization_Library_dhqzxpdk_h8em75r9,total_pre_normalization_Library_fnpetv1y_agr9h7v4,total_pre_normalization_Library_jbp85ve3_3179tpob,total_pre_normalization_Library_jmjpvq6z_fr6c4nyp,total_pre_normalization_Library_lacrul5e_67e3wsyf,total_pre_normalization_Library_lzj8c3xo_ytz0xw8m,total_pre_normalization_Library_m7maqeew_gt2mrtf3,total_pre_normalization_Library_sy59df1i_56bwpc10,total_pre_normalization_Library_u51p7uvm_s5fhku31,total_pre_normalization_Library_vcan8qd9_sr5u40yg,total_pre_normalization_Library_xazsjcvt_kzi9e2rf,total_pre_normalization_Library_yja17lfh_kdslhq0g,unique_post_normalization_Library_aks0q3tw_lsr4h73j,unique_post_normalization_Library_dhqzxpdk_h8em75r9,unique_post_normalization_Library_fnpetv1y_agr9h7v4,unique_post_normalization_Library_jbp85ve3_3179tpob,unique_post_normalization_Library_jmjpvq6z_fr6c4nyp,unique_post_normalization_Library_lacrul5e_67e3wsyf,unique_post_normalization_Library_lzj8c3xo_ytz0xw8m,unique_post_normalization_Library_m7maqeew_gt2mrtf3,unique_post_normalization_Library_sy59df1i_56bwpc10,unique_post_normalization_Library_u51p7uvm_s5fhku31,unique_post_normalization_Library_vcan8qd9_sr5u40yg,unique_post_normalization_Library_xazsjcvt_kzi9e2rf,unique_post_normalization_Library_yja17lfh_kdslhq0g,unique_pre_normalization_Library_aks0q3tw_lsr4h73j,unique_pre_normalization_Library_dhqzxpdk_h8em75r9,unique_pre_normalization_Library_fnpetv1y_agr9h7v4,unique_pre_normalization_Library_jbp85ve3_3179tpob,unique_pre_normalization_Library_jmjpvq6z_fr6c4nyp,unique_pre_normalization_Library_lacrul5e_67e3wsyf,unique_pre_normalization_Library_lzj8c3xo_ytz0xw8m,unique_pre_normalization_Library_m7maqeew_gt2mrtf3,unique_pre_normalization_Library_sy59df1i_56bwpc10,unique_pre_normalization_Library_u51p7uvm_s5fhku31,unique_pre_normalization_Library_vcan8qd9_sr5u40yg,unique_pre_normalization_Library_xazsjcvt_kzi9e2rf,unique_pre_normalization_Library_yja17lfh_kdslhq0g
64162,1.2.0,0.526849959201,0.544279914416,0.713082694292,5724.0,3339.0,5292.0,4046.5,10787.5,6244.0,8972.5,10507.5,6108.5,5386.0,7011.0,4531.5,5782.0,4866.0,3339.0,5292.0,4046.5,10787.5,6244.0,8972.5,10507.5,6108.5,5386.0,7011.0,4531.5,5782.0,4866.0,1463568773,55705581,113237025,94254595,227440801,127503931,145080011,111266412,77401609,76979863,87167982,75515442,136118516,135897005,1463568773,55705581,113237025,94254595,227440801,127503931,145080011,111266412,77401609,76979863,87167982,75515442,136118516,135897005,41626036,93516529,64684637,156792834,108506804,103091794,78666242,51483830,62545783,56073966,49924573,83827848,113832599,41626036,93516529,64684637,156792834,108506804,103091794,78666242,51483830,62545783,56073966,49924573,83827848,113832599
