library_id,fastq_path,read,pair_id,type
157942,/scratch/project/production/fastq/HKHYFDRXX/1/fastq/HKHYFDRXX_1_SI-GA-A5_1.fastq.gz,R1,P1,hashed_cdna
157942,/scratch/project/production/fastq/HKHYFDRXX/2/fastq/HKHYFDRXX_2_SI-GA-A5_1.fastq.gz,R1,P2,hashed_cdna
157943,/scratch/project/production/fastq/HKHYFDRXX/1/fastq/HKHYFDRXX_1_SI-GA-B5_1.fastq.gz,R1,P3,hashed_cdna
157943,/scratch/project/production/fastq/HKHYFDRXX/2/fastq/HKHYFDRXX_2_SI-GA-B5_1.fastq.gz,R1,P4,hashed_cdna
157944,/scratch/project/production/fastq/HKHYFDRXX/1/fastq/HKHYFDRXX_1_SI-GA-C5_1.fastq.gz,R1,P5,not_hashed
157944,/scratch/project/production/fastq/HKHYFDRXX/2/fastq/HKHYFDRXX_2_SI-GA-C5_1.fastq.gz,R1,P6,not_hashed
157945,/scratch/project/production/fastq/HKHYFDRXX/1/fastq/HKHYFDRXX_1_IlluminaTruSeqD707_1.fastq.gz,R1,P7,hashed_hto
157945,/scratch/project/production/fastq/HKHYFDRXX/2/fastq/HKHYFDRXX_2_IlluminaTruSeqD707_1.fastq.gz,R1,P8,hashed_hto
157946,/scratch/project/production/fastq/HKHYFDRXX/1/fastq/HKHYFDRXX_1_IlluminaTruSeqD708_1.fastq.gz,R1,P9,hashed_hto
157946,/scratch/project/production/fastq/HKHYFDRXX/2/fastq/HKHYFDRXX_2_IlluminaTruSeqD708_1.fastq.gz,R1,P10,hashed_hto
157942,/scratch/project/production/fastq/HKHYFDRXX/1/fastq/HKHYFDRXX_1_SI-GA-A5_2.fastq.gz,R2,P1,hashed_cdna
157942,/scratch/project/production/fastq/HKHYFDRXX/2/fastq/HKHYFDRXX_2_SI-GA-A5_2.fastq.gz,R2,P2,hashed_cdna
157943,/scratch/project/production/fastq/HKHYFDRXX/1/fastq/HKHYFDRXX_1_SI-GA-B5_2.fastq.gz,R2,P3,hashed_cdna
157943,/scratch/project/production/fastq/HKHYFDRXX/2/fastq/HKHYFDRXX_2_SI-GA-B5_2.fastq.gz,R2,P4,hashed_cdna
157944,/scratch/project/production/fastq/HKHYFDRXX/1/fastq/HKHYFDRXX_1_SI-GA-C5_2.fastq.gz,R2,P5,not_hashed
157944,/scratch/project/production/fastq/HKHYFDRXX/2/fastq/HKHYFDRXX_2_SI-GA-C5_2.fastq.gz,R2,P6,not_hashed
157945,/scratch/project/production/fastq/HKHYFDRXX/1/fastq/HKHYFDRXX_1_IlluminaTruSeqD707_2.fastq.gz,R2,P7,hashed_hto
157945,/scratch/project/production/fastq/HKHYFDRXX/2/fastq/HKHYFDRXX_2_IlluminaTruSeqD707_2.fastq.gz,R2,P8,hashed_hto
157946,/scratch/project/production/fastq/HKHYFDRXX/1/fastq/HKHYFDRXX_1_IlluminaTruSeqD708_2.fastq.gz,R2,P9,hashed_hto
157946,/scratch/project/production/fastq/HKHYFDRXX/2/fastq/HKHYFDRXX_2_IlluminaTruSeqD708_2.fastq.gz,R2,P10,hashed_hto
